title,content,url,sub_title,year
"The emergence of commercial genomics: analysis of the rise of a biotechnology subsector during the Human Genome Project, 1990 to 2004","… This work aims to describe commercial genomics as it emerged in parallel to the publicly 
funded Human Genome Project. We present here descriptive financial and intellectual property 
data on genomics firms between 1990 and 2004. This allows us to track the sector through …",https://link.springer.com/article/10.1186/gm487,"IR Wiechers, NC Perin, R Cook-Deegan - Genome Medicine, 2013 - Springer",2013
MEGANTE: a web-based system for integrated plant genome annotation,"… However, there are few plant species that are supported in the existing annotation pipelines. 
Here we describe a new plant genome … sequences, integrates the results and visualizes 
the annotation information on a genome browser. Compared with the existing tools, one of the …",https://academic.oup.com/pcp/article-abstract/55/1/e2/1838780,"H Numa, T Itoh - Plant and Cell Physiology, 2014 - academic.oup.com",2014
Revamp a model—status and prospects of the Dictyostelium genome project,"… A BLAST search of all available genome project data revealed that there are at least 12 such 
receptors in the entire genome. The function of these receptors in Dictyostelium is currently 
not known, although one attractive possibility is that they might be sensors for folate and …",https://link.springer.com/article/10.1007/s00294-003-0416-1,"L Eichinger - Current genetics, 2003 - Springer",2003
Poplar genome sequence: functional genomics in an ecologically dominant plant species,"… The Swedish Populus Genome Project was the first, and is the most advanced, integrated 
poplar genomics project in the world – it has already produced numerous transgenic lines and 
microarrays 7, 15. Its large collection of ESTs has been clustered into a 25 000 unigene set, …",https://www.sciencedirect.com/science/article/pii/S1360138503003005,"AM Brunner, VB Busov, SH Strauss - Trends in plant science, 2004 - Elsevier",2004
Genome sequencing and functional genomics approaches in tomato,"… esculentum) genome sequencing has begun through the action of an international initiative 
entitled the “International Solanaceae Genome Project” (SOL). The Solanaceae, especially 
tobacco and tomato, have played key roles in emerging research areas of plant molecular …",https://link.springer.com/article/10.1007/s10327-004-0150-7,"D Shibata - Journal of General Plant Pathology, 2005 - Springer",2005
Attention cycles and frames in the plant biotechnology debate: Managing power and participation through the press/policy connection,"… against the issue of plant biotechnology. Generalizability of the model is the primary goal,and 
the authors conclude with comparisons to other issues such as the Human Genome Project 
and intelligent design. Understanding, however, why plant biotechnology remains at low …",https://journals.sagepub.com/doi/abs/10.1177/1081180x06286701,"MC Nisbet, M Huge - Harvard International Journal of Press …, 2006 - journals.sagepub.com",2006
The river blindness genome project,"… In 1995, the Edna McConnell Clark Foundation (EMCF) funded Steven Williams’ laboratory 
to initiate a genome project on the … genome and the genome of the Wolbachia endosymbiont. 
The laboratory of Thomas Unnasch has sequenced the entire mitochondrial genome …",https://www.cell.com/trends/parasitology/fulltext/S1471-4922(01)02197-3,"SA Williams, SJ Laney, M Lizotte-Waniewski… - TRENDS in …, 2002 - cell.com",2002
Intron-based single transcript unit CRISPR systems for plant genome editing,"… While the focus of this study is to develop iSTU systems for plant genome editing, we envision 
such iSTU systems may be useful for CRISPR based transcriptional regulation. The iSTU 
systems may also allow for indirect measurement of splicing efficiency for certain introns as …",https://thericejournal.springeropen.com/articles/10.1186/s12284-020-0369-8,"Z Zhong, S Liu, X Liu, B Liu, X Tang, Q Ren… - Rice, 2020 - thericejournal.springeropen.com",2020
ESTs and candidate gene approaches in the Compositae Genome Project.,"The Compositae Genome Project (CGP) is in its third year. The initial phase has focused on 
sequencing of expressed sequence tag (ESTs). Over 19 000 unigenes of lettuce have been 
identified, probably representing at least a third of all genes genes Subject Category: …",https://www.cabdirect.org/cabdirect/abstract/20053218196,"R Michelmore, A Kozik, MJ Truco… - … leafy vegetables 2003 …, 2003 - cabdirect.org",2003
First high quality draft genome sequence of a plant growth promoting and cold active enzyme producing psychrotrophic Arthrobacter agilis strain L77,"… to help in plant growth and ability to provide inorganic phosphate to crops at very low 
temperature. It also has biogeochemical importance of producing AFCs, so helpful for soil 
aeration. The genome project is deposited in the online genome database (NCBI-Genome). …",https://environmentalmicrobiome.biomedcentral.com/articles/10.1186/s40793-016-0176-4,"RN Singh, S Gaba, AN Yadav… - Standards in …, 2016 - environmentalmicrobiome …",2016
De Novo Genome Project for the Aromatic Degrader Rhodococcus pyridinivorans Strain AK37,"… The subject of our genome project, R. pyridinivorans strain AK37, was isolated from a crude 
oil-contaminated site in Hungary. It … genome-sequencing project is the ability of this strain to 
decompose aromatic mycotoxins like aflatoxin-B1 and zearalenone (6). The solved genome …",https://journals.asm.org/doi/abs/10.1128/JB.06603-11,"B Kriszt, A Táncsics, M Cserháti, Á Tóth, I Nagy… - 2012 - Am Soc Microbiol",0
Complete genome sequence of the plant growth-promoting endophyte Burkholderia phytofirmans strain PsJN,"… strong plant growth-promoting effects and was reported to enhance plant vigor and resistance 
to biotic and abiotic stresses. Here, we report the genome sequence of this strain, which 
indicates the presence of multiple traits relevant for endophytic colonization and plant growth …",https://journals.asm.org/doi/abs/10.1128/jb.05055-11,"A Weilharter, B Mitter, MV Shin, PSG Chain, J Nowak… - 2011 - Am Soc Microbiol",0
GenIE-Sys: Genome integrative explorer system,"… Genome Integrative Explorer System (GenIE-Sys) to set up web resources to enable search, 
visualization and exploration of genomics data typically generated by a genome project. … 
community resource, ensuring that genome project data is available for broader community use. …",https://www.biorxiv.org/content/10.1101/808881v1.abstract,"C Mannapperuma, J Waterworth, N Street - bioRxiv, 2019 - biorxiv.org",2019
Plant Genome Analysis: Current Topics in Plant Molecular Biology,"… Plant genome analysis is a subject of significance to the basic researcher, the developing 
student, the legal expert, legislators, plant breeders, and the … Additionally, plant genome 
analysis is essential for the marker-based breeding strategies that allow diagnostic prediction of …",https://www.google.com/books?hl=zh-CN&lr=&id=_pn0W62O4ScC&oi=fnd&pg=PP10&dq=plant+genome+project&ots=ik_wpTyVkG&sig=zwF4CmX_T-R5l04pM3oLmgjenLs,PM Gresshoff - 1994 - books.google.com,0
The Pig genome project has plenty to squeal about,"… in the genome sequencing project and high-density porcine SNP chip development. 
Instead, efforts have moved to developing the pig-human comparative map and integrating the 
linkage, physical and cytogenetic maps. Driven by the pig genome sequencing project, a new …",https://www.karger.com/Article/Abstract/324043,"B Fan, DM Gorbach, MF Rothschild - Cytogenetic and genome research, 2011 - karger.com",2011
Whole genome sequencing of Oryza sativa L. cv. Seeragasamba identifies a new fragrance allele in rice,"… When the whole genome sequences of 76 aromatic varieties in the 3000 rice genome 
project were analyzed, the badh2-p allele was … crop, rice is also an excellent model plant for 
crop genomics [6]. Earlier works on rice genomics analyzed genome-wide genetic variations to …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188920,"G Bindusree, P Natarajan, S Kalva, P Madasamy - PloS one, 2017 - journals.plos.org",2017
What the bovine genome project means to New Zealand,"… Significantly, the National Institutes of Health have strongly supported the project as a 
consequence of its human health implications. This project benefited greatly from a previous 
international genomic collaboration to physically map the bovine genome, and it provides an …",https://www.researchgate.net/profile/John-Mcewan/publication/265382170_What_the_bovine_genome_project_means_to_New_Zealand/links/540becf80cf2f2b29a3450fb/What-the-bovine-genome-project-means-to-New-Zealand.pdf,"JC McEwan, AM Crawford - PROCEEDINGS-NEW ZEALAND …, 2004 - researchgate.net",2004
